class,sentence
""ACH WEBSINGLE XXXXX8898 MARYLANDUNEMPINS""

And was like some bitch named Mary Landunem STOLE MY MONEY!"
0,EDA!! The 2 queers at AA! lol @Vbomb20 @GDuenez http://t.co/GzzrZjvVlV
1,EJ wanna be Michael Sam bitch so bad.
0,ESPN keep hiring these dyke bitches and gay Spanish niggas to talk sports
3,EXPOSED: Jihadi kidnap and murder handbook... and plan to infiltrate British Army and police http://t.co/gkP1vG6Pnw via @wordpressdotcom
1,Eagles fans will always be annoying faggots
0,Eagles fuck around &amp; lose it'll be kill the cracker at the Sophi crib smfh
1,Eagles fucking trash
3,Early bird catches the worm &#128074;
3,Early bird catches the worm &#128076;
3,Early bird get the worm.
3,Early bird gets the worm but the second mouse gets the cheese #RiseNGrind &#128175; http://t.co/558Ewp9vF0
3,Early bird gets the worm right? Hopefully I get a job soon after today! http://t.co/lvgfVBqkdz
3,Early bird gets the worm!
3,Early bird gets the worm! &#128027;&#128036;
3,Early bird gets the worm.... #GoGetIt
3,Early morning beer as a reward for waking up and taking the trash out
3,Early worm gets the bird #Bslfe #GoodMorning http://t.co/dfE8MF2Q28
1,Easy Congo! RT @80sbaby4life Fuckin faggot RT @HumbltonBanks: All though I eat my lunch on the road frequently
1,Easy bitch how ? Lmfaoooooooooo She was my girl &#9995;
1,Easy pussy doesn't motivate me
1,Eat a dick bitch
1,"Eat her pussy when she mad
Eat her pussy when she sad
Eat her pussy when she sleep&#128564;
Eat her pussy when she horny
EAT HER PUSSY"
1,Eat my dick bitch
1,Eat so much pussy that my mustache pink &#128514;
1,Eat that pussy like cold pizza...
1,"Eat that pussy like i got the munchies,"
1,Eat the pussy like http://t.co/x0JDphNW53
1,Eat your vegetables or you'll grow up to be a pussy
3,Eating brownies and then going to the gym... Idk
1,Eating pussy is fun
1,Eating pussy on top of my shoulders
1,Eattin all this pussy im startin to get chubby
0,Ebola sounds like a hood hoe
3,Egypt? R the muzzie Bros still running things? .@PeterClifford1: @TurtleWoman777 Only a tad better. Certainly no respectors of Dem though
0,"Eh bitch!? How about you worry about your own psychotic ass. Looks like you need to ""be saved"" from being a noisy bitch &#9996;&#65039;&#128139; #cantStandUcunt"
1,Either yall niggas just hella funny or she just tryna hoe around the block but you know.. http://t.co/x5feSfA1vB
1,Elizabeth is a stupid hoe
0,Elizabeth is a.stupid hoe.
1,Elizbian is bitch and likes women
3,Embrace it. Love it. Flip this group of mine runoff water colored turds off and make a pick.
1,Emd hoe
1,Emoji ass nigguh
3,Endless but they really trash so none RT @Whoa_Kimbosabe: Men: how many positive(s) and possibles do y'all have on fri thru sun night?
1,Energy vampires all around this bitch.
3,Enjoy 50% off @GreenFestival #DC tickets with our code and check us out at booth #640! Vegan brownies samples &amp; more! http://t.co/scDZnDk2Aq
3,Enjoying My bed. Just perfect For me My Teddy bear and monkey It. #Singlelife #bed #teddybear
3,Enjoying the eccentricity of @RayEvernham's AmeriCarna. Charlie Daniels appearances in two of the three episodes I have watched.
3,Epic mickey time? Nahh.. Two and a half men while i shiver. Tht sounds more like it.
1,Erica so desperate she bragging bout flawging ass Scrapy eating her pussy... wow he ur baby daddy dumb bitch I'm sure u gave he dome as well
1,Errrnigga tryna fuck the next nigga bitch not knowin his bitch is the next nigga bitch
1,Esp when bitches are after my leftover always hyping niggas. I made him pick another ugly nigga to put on top.
1,"Especially dem souf niccas, dat shit was outrageous"
1,"Especially that wee cunt that walks about tensing all the time lol, sup wae that shit? You are 5 foot fuck all. Tank my motherfucking arse"
1,Europeans taste-test America's most white trash snacks via @sohostyle http://t.co/TN2M01A1IQ &#127839;This is hilarious! #foodie-ish
1,"Evan Williams wit me, we find a bitch; have a minaj http://t.co/VRTG3DTNxc"
1,Evan. &#128514;&#128514;&#128514;&#128553;&#128553;&#128553;&#128557;&#128557; RT @EvanAtYaNeck: Buy me polo I will eat your pussy till the receipt expire
3,Even Humming birds like the stuff http://t.co/W7OHSCbg3L
1,Even bitches with bad attitudes bumpin to our tunes.. They high maintenance.
1,Even gtta AK sittn at my bitch house
3,Even liberals are humiliated by Charlie Rangel&#8217;s claim the GOP backs slavery - Hot Air http://t.co/I4QawESnud
1,Even my moms knows I don't fuck with ghetto people
3,Even the birds think this waking up early thing is bunk. http://t.co/bqWlz5MBso
1,Even the young kardashians are hoes lol
1,"Even these pretty bitches mad self conscious, if that Instagram pic don't get enuff love it gets #takendown"
1,Even they know you my bitch
3,"Even though Lil Wayne's music has turned into trash, No Ceilings and I Am Not A Human Being will always be my favorites."
1,Ever leave me around yo bitch and ima get her stoned
1,Ever pop a bag of chips and that bitch bust open on the end facing the fuckin floor
1,Every Psychology class has that annoying cunt who relates everything to herself just bc she has ADD and her parents got divorced #NoOneCares
1,"Every bitch that love, bank account in overdraft"
1,Every bitch was born to break a man
3,"Every character on #Thesimpsons is trash. And they're trash on purpose. If you don't get that, you don't get the joke."
1,Every chick say that she a bad bitch.
1,Every day I wake up celebrating. Why? I just dodged a bullet from a crazy bitch.
1,"Every good story starts off with ""So this bitch..."" lol"
0,Every gook in #LosAngeles should be deported or killed.
1,Every half-breed cop in America is trying to rape white women.
1,"Every nigga can make a female act like a bitch.
#ThatsAFact"
1,Every nigga tryna fuck the next nigga bitch but not knowing his bitch is the next nigga bitch
1,Every nigga tryna fuck the next nigga bitch not knowing his bitch is the next nigga bitch!
1,Every nigga trynna fuc the next nigga bitch not knowing his bitch is the next nigga bitch
1,Every one of then would just be adding me to their collections of hoes
1,Every pussy the same but I feel like I ain't get enough
1,Every real nicca need a real bitch! #JayFacts
0,Every slant in #LosAngeles should be deported. Those scum have no right to be here. Chinatown should be bulldozed.
0,Every spic cop in #LosAngeles has raped or has thought about raping a white woman. That's why those half-breeds get jobs as pigs.
0,Every spic cop in #LosAngeles is loyal to the #LatinKings
0,Every spic cop should be killed. Those pigs only got their job to 'get even' but white people never did anything to them.
1,"Every time I fuck, I gotta hit me least like two bitches..."
3,"Every time I play a Patapon game and hear the ""Ushishi Theme"", I think of a beatboxing monkey. ""YO YO YO GET UPPA!!!"""
1,Every time I'm posted up using my phone a Macy's employee wanna scare me &#128553;&#128074; bitches
1,Every time my mom calls me it's to bitch at me about something lol
1,"Everybody , Everybody everybody, Everybody sit yo bitch ass down and listen to this true motherfuckin told by Kendrick lamar rolls crash"
1,Everybody @CollinFlemons was bout to fuck a fat bitch
1,Everybody fucking everybody bitch &#128588;&#128168;&#128168;&#9996;&#65039;&#128080;&#128079;&#128078;&#128581;everybody with the shit ....that's LIFE &#128165;&#128173;
1,Everybody got foreign bitches and foreign cars &#128564;&#128564;
1,Everybody got some to say &#128129;everybody hate&#128553; if you ask me &#9757;&#65039;every bitch gay &#128525;&#128525;
1,Everybody is being a bitch at my house
3,"Everybody loves pot brownies, but I bring crystal meth cupcakes to a party, Suddenly I'm the weirdo"
1,Everybody that's still on Facebook ghetto or pregnant idc.
1,Everyday I wake up I got a different bitch
1,"Everyday I wake up celebrating, why? I just dodged a bullet from a crazy bitch."
1,Everyone Needs To Stop Bitchin about Jeter... Youre witnessing the last week of baseball from the greatest player to wear a Yankees uniform
0,"Everyone calls me ""b"" they be like oh wassup b &#128524; and I be like wassup my niggah"
3,Everyone is talking about LeBron James or The Voice and I'm just here eating cream filling out of Oreos.
1,Everyone liked evil me. This me is a pussy. Fuck compassion.
1,Everyone staring at me like whats this bitch doing here &#128557;&#128557;&#128557;&#128557;&#128557;&#128557;
0,"Everyone tells me the exact same thing but I won't listen, coon"
1,Everyone that says #LetsMakeItAwkward is a queer. #JustMadeItAwkward
3,"Everyone thinks that I'm not the person on my id. Like look at my moles, I don't understand.. Like I colored my hair what a big difference"
1,Everyone up north is getting pregnant I'm glad my bitch ass moved down here
1,"Everything don't deserve a reaction. So don't think because you do something that I'm jump..no, bitch I'm focused on money not your sad ass"
1,"Everytime I clean the room my mom tells me ""what bitch is coming over this time"" lmao what a dick !!"
1,Everytime I fuck I gotta hit me at least two bitches
1,Everytime I go out I ain't never wit no new bitches #cuzzints http://t.co/bOL1Dby4ol
3,"Everywhere you look, all you see is hillbilly deluxe... Big timin in a small town. #smalltownproblems #neversaiditwasabadthing #brooksndunn"
1,Ew I hate when ratchet ass hoes post 'stranger danger' ewww bitch
1,Ew wtf lol&#8220;@BreesInDaCut: Lmfaooooo RT @ChickenColeman: LMFAOOOOOOOOO bitches goin gay for this? https://t.co/KAqtVVQ6gg&#8221;
1,Ewh bitch you look like an inbred.
1,Ewww bitch #canunot #fuckoff
3,Except I used to be super tan and now I'm yellow/pale lol...
1,Except dat Hazel nigga.. RT @KingHov1313: &#8220;@11wdNICK: I think all dem hoes on LAHHH regular....&#8221;&#128072;I know I can hit all of em too&#128553;
1,"Excuse me, here's your nose. I found it in my business hoe."
1,"Exes swear they can do better, then you see their next bitch ..... &#128514;&#128514;&#128514;&#128553;&#128553;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;"
1,Experience Charlie. Married woman who loves hot phone sex with strangers. Can you get me off? - 27 http://t.co/BjymDFo7pF
1,Experience Charlie. Married woman who loves hot phone sex with strangers. Can you get me off? - 27 http://t.co/bpDqqPoGAe
3,Experience Charlie. Married woman who loves hot phone sex with strangers. Can you get me off? - 27 http://t.co/jtsIjBULVC
1,Extra hard for these hoes.
1,Eyebrows up and down like Wall Street homes... RT @Apex_Alpha95: RT @Nubie_C: Y'all bitches wilding with pencil &#128533; http://t.co/WxwRBeE0Ok
3,FF has been consistently one of Marvel's worst properties. Ultimate FF was good; but the entire Ultimate universe is now in the trash.
1,FUCK ARE YOU TALKIN ABOUT?? RT @IGGYAZALEA its like the guy that asks for your number and then says you ugly and a bitch when you say no&#8230;
1,"FUCK YOU ""@iHeart_youKeish: We have y'all faggots next @80sbaby4life"""
1,"FUCK YOU, you're a fucking a lowlife piece of trash."
1,FUCKING WALK OFF IN THE BRONX!!! @Yankees
1,FWM on twitter @217Emmanuel. Got #strippers #escorts #artists #hustlaz #hittaz #bitches #niggas I'm dat dude.
1,Face only yo bitch could love http://t.co/OckXAYthAK
1,Facebook is for fags
3,Facebook is for the birds...I'm over it
1,Facts can be a bitch sometimes. http://t.co/zZkAgXiVlU
1,"Faded, swear to god I'm faded.. my bitch educated had her clients pay the payment"
0,Faggot ass bitch nigga
3,Fairy Tale Hat - free crochet pattern for child and adult at http://t.co/0lRaBLMHB2 http://t.co/99zVbmYVe9
3,Fairy tale world lmao
1,Fake ass hoes all around
1,Fake ass people. That's why I don't have no respect for em. Frontin ass bitches too
1,Fake niccas ain't far dog they right in ya face!
3,Fake tits? &#8220;@VelvetHoopD: A hoe??&#8220;@Steph_Badd: Can u guess what I was ? &#8220;@DJZeeti: Twitpic your halloween costumes&#8221; http://t.co/ECs7nlEkKa&#8221;&#8221;
1,Falls in that pussy like quick sand &#128524;
1,False start bitches
1,Fam. &#8220;@1800deeznuts: Telling bitches you're sterile so you can hit em raw &gt;&gt;&gt;&gt;&gt;&gt;&#8221;
1,Famous women be the biggest hoes.
3,Fantasy squad doing so trash :/
1,Fat Trel that niggah &#128076;
0,Fat ass hoe holding up the machine
0,"Fat ass inbred rednecks like Paula Deen are breed that are going extinct. I mean look at that woman, I would hate to be her scale."
1,Fat bitch
1,"Fat bitches Twitter names be "" PrincessCookieNeckBackCrack "" lmaoo &#128514;&#128514;&#128514;"
1,Fat bitches got the most pictures
1,Fat bitches need love too I'll fuck em &#128175;&#128175;
0,Fat fucking funky nasty ass hoes
1,"Fat hoes on Twitter calling themselves Barbies, bitch you ain't no damn Barbie you a damn care bear."
0,"Faux Noise pundits don't like duck molester, pro-slavery racist, #homophobic #teabagger darling Phil Robertson either http://t.co/5gt6ZVgqXY"
0,"Faux Noise pundits don't like duck molester, pro-slavery racist, homophobic teabagger darling Phil Robertson either http://t.co/xXEhPHWWwr"
1,Fck dem old hoes..... No double entree...
1,Fear no bitch
1,Fear the queer https://t.co/GsmmKwz7HC
1,"Feb 18 was a record setting day for the word faggot, apparently: http://t.co/rO9E1KUokg"
1,Fed ex some real hoe boys
1,Feeeeeling tuna feelliiiing cunt
1,Feel like a bitch for calling the cops on people but I'd rather this bitch go to jail then someone get hit by a wreck less driver.
1,"Feel like i aint did this in a while , let me warm up 
Eat that pussy for a half an hour got her goin nuts"
1,"Feelin like I can have any bitch I want. 

Feelin like all these hoes in this bitch want me."
1,Fell asleep and woke up to some weird ass staring at me. What? Never seen a beaner sleep before?
3,"Female Jihadis, European &amp; American: GRAVE Dangers! - Joe For America http://t.co/9hkpdwq7VR via @mattwalshblog"
1,Females act like they never seen a nicca who raise they kids .. The reaction makes me laugh every time
1,Females always tryna make a nigga feel bad about some shit like bitch I'ma smoke this weed and be happy all day
1,Females be damn near naked wondering why niccas jus wanna fuk lol
1,"Females never understand that guys dont give af about females that they dont like liking them. Stop trippin, he dont know that hoe"
1,Females so dirty bro real talk you gotta play these bitches now day because if you don't they still gonna do it to you
1,Females talk down on niccas when I can point out a few females who be on that tip!!
1,Females use breast cancer awareness month as an excuse to be a hoe on social sites smh knowing damn well they know nothing about that shit.
